DRUG_ID,DRUG_NAME,DRUG_SYNONYMS,DrugBank_ID,PubChem_ID,MESH_ID,KEGG_ID,TTD_ID
BADD_D02149,Temoporfin,"temoporfin | m-THPC | mTHPC | meso-tetrahydroxyphenyl chlorin | meso-tetrahydroxyphenylchlorin | 5,10,15,20-tetra(m-hydroxyphenyl)chlorin | meso-tetra-(hydroxyphenyl)chlorin | Foscan | Foslip",DB11630,60751,C072269,D06066,D0P5DG
BADD_D02150,Temozolomide,"Temozolomide | 8-Carbamoyl-3-methylimidazo(5,1-d)-1,2,3,5-tetrazin-4(3H)-one | Methazolastone | Temodal | Temodar | Temozolomide Hexyl Ester | TMZA-HE | CCRG 81045 | CCRG-81045 | CCRG81045 | TMZ-Bioshuttle | TMZ Bioshuttle | NSC 362856 | NSC-362856 | NSC362856 | M&B 39831 | M&B-39831 | M&B39831",DB00853,5394,D000077204,D06067,D0C8EU
BADD_D02151,Temsirolimus,"temsirolimus | rapamycin, 42-(3-hydroxy-2-(hydroxymethyl)-2-methylpropanoate) | CCI 779 | CCI-779 | Torisel",DB06287,6918289,C401859,D06068,D0ES1Q
BADD_D02152,Tenecteplase,Tenecteplase | Metalyse | TNKase,DB00031,Not Available,D000077785,D06070,D0FX8A
BADD_D02153,Teniposide,"Teniposide | Demethyl Epipodophyllotoxin Thenylidine Glucoside | Vumon | VM-26 | VM 26 | VM26 | Teniposide, (5a alpha,9 alpha(S*))-Isomer | NSC-122819 | NSC 122819 | NSC122819",DB00444,5396,D013713,D02698,D01DBQ
BADD_D02154,Tenofovir,"Tenofovir | 9-(2-Phosphonylmethoxypropyl)adenine | 9-PMPA (tenofovir) | 9-(2-Phosphonomethoxypropyl)adenine | 9-(2-Phosphonylmethoxypropyl)adenine, (S)-isomer | 9-(2-Phosphonylmethoxypropyl)adenine, (+-)-isomer | Tenofovir Disoproxil Fumarate | Disoproxil Fumarate, Tenofovir | Fumarate, Tenofovir Disoproxil | Tenofovir Disoproxil | Disoproxil, Tenofovir | 9-(2-Phosphonylmethoxypropyl)adenine, (R)-isomer - T357098 | (R)-9-(2-phosphonylmethoxypropyl)adenine | Viread",DB14126,464205,D000068698,D01982,D0D9HW
BADD_D02155,Tenofovir disoproxil,"Tenofovir | 9-(2-Phosphonylmethoxypropyl)adenine | 9-PMPA (tenofovir) | 9-(2-Phosphonomethoxypropyl)adenine | 9-(2-Phosphonylmethoxypropyl)adenine, (S)-isomer | 9-(2-Phosphonylmethoxypropyl)adenine, (+-)-isomer | Tenofovir Disoproxil Fumarate | Disoproxil Fumarate, Tenofovir | Fumarate, Tenofovir Disoproxil | Tenofovir Disoproxil | Disoproxil, Tenofovir | 9-(2-Phosphonylmethoxypropyl)adenine, (R)-isomer - T357098 | (R)-9-(2-phosphonylmethoxypropyl)adenine | Viread",DB00300,5481350,D000068698,D01982,D0D9HW
BADD_D02156,Tenofovir disoproxil fumarate,"Tenofovir | 9-(2-Phosphonylmethoxypropyl)adenine | 9-PMPA (tenofovir) | 9-(2-Phosphonomethoxypropyl)adenine | 9-(2-Phosphonylmethoxypropyl)adenine, (S)-isomer | 9-(2-Phosphonylmethoxypropyl)adenine, (+-)-isomer | Tenofovir Disoproxil Fumarate | Disoproxil Fumarate, Tenofovir | Fumarate, Tenofovir Disoproxil | Tenofovir Disoproxil | Disoproxil, Tenofovir | 9-(2-Phosphonylmethoxypropyl)adenine, (R)-isomer - T357098 | (R)-9-(2-phosphonylmethoxypropyl)adenine | Viread",DB00300,5486830,D000068698,D01982,D0R3FP
BADD_D02157,Tenoxicam,"tenoxicam | 4-hydroxy-2-methyl-N-2-pyridyl-2H-thieno(2,3-e)-1,2-thiazine-3-carboxamide 1,1-dioxide | Ro 12-0068 | Ro-12-0068 | Reutenox | Artriunic | Novo-Tenoxicam | Mobiflex | Tilcotil | Apo-Tenoxicam",DB00469,54677971,C032801,D01767,D0I6IB
BADD_D02158,Terazosin,"Terazosin | Adecur | Apo-Terazosin | Dysalfa | Hytrin | Flotrin | Hytrin BPH | Hytrine | Heitrin | Deflox | Magnurol | Novo-Terazosin | Nu-Terazosin | PMS-Terazosin | terazosin hydrochloride anhydrous | Sutif | Tazusin | Terazoflo | Terazosin AZU | Terazosin Hexal | Terazosin hydrochloride | terazosin, monohydrochloride, dihydrate | Terazosina Alter | Terazosina Kern | Terazosina Qualix | Zayasel | A 45975 | ratio-Terazosin",DB01162,5401,C041226,D08569,D0P9RF
BADD_D02159,Terazosin hydrochloride,"Terazosin | Adecur | Apo-Terazosin | Dysalfa | Hytrin | Flotrin | Hytrin BPH | Hytrine | Heitrin | Deflox | Magnurol | Novo-Terazosin | Nu-Terazosin | PMS-Terazosin | terazosin hydrochloride anhydrous | Sutif | Tazusin | Terazoflo | Terazosin AZU | Terazosin Hexal | Terazosin hydrochloride | terazosin, monohydrochloride, dihydrate | Terazosina Alter | Terazosina Kern | Terazosina Qualix | Zayasel | A 45975 | ratio-Terazosin",DB01162,44383,C041226,D00610,D0P9RF
BADD_D02160,Terbinafine,"Terbinafine | Terbinafine, (Z)-isomer | Terbinafine, (Z)- | Lamisil | (E)-N-(6,6-Dimethyl-2-heptenynyl)-N-methyl-1-naphthalenementhamin hydrochloride | TDT-067 | TDT 067 | TDT067 | DA 5505 | SF 86-327 | SF 86 327 | SF 86327 | SF-86-327 | SF86327 | Terbinafine Hydrochloride",DB00857,1549008,D000077291,D02375,D01AYJ
BADD_D02161,Terbinafine hydrochloride,"Terbinafine | Terbinafine, (Z)-isomer | Terbinafine, (Z)- | Lamisil | (E)-N-(6,6-Dimethyl-2-heptenynyl)-N-methyl-1-naphthalenementhamin hydrochloride | TDT-067 | TDT 067 | TDT067 | DA 5505 | SF 86-327 | SF 86 327 | SF 86327 | SF-86-327 | SF86327 | Terbinafine Hydrochloride",DB00857,5282481,D000077291,D02219,D01AYJ
BADD_D02162,Terbutaline,Terbutaline | Asthmoprotect | Brethaire | Brethine | Bricanyl | Terbasmin | Bricanyl SA | Butaliret | Butalitab | Contimit | KWD-2019 | KWD 2019 | KWD2019 | Monovent | Taziken | Tedipulmo | Terbul | Terbutalin AL | Terbutalin Stada | terbutalin von ct | Terbutalin-ratiopharm | Terbutalin ratiopharm | Terbutaline Sulfate | Terbuturmant | Arubendol,DB00871,5403,D013726,D08570,D0M8RC
BADD_D02163,Terbutaline sulfate,Terbutaline | Asthmoprotect | Brethaire | Brethine | Bricanyl | Terbasmin | Bricanyl SA | Butaliret | Butalitab | Contimit | KWD-2019 | KWD 2019 | KWD2019 | Monovent | Taziken | Tedipulmo | Terbul | Terbutalin AL | Terbutalin Stada | terbutalin von ct | Terbutalin-ratiopharm | Terbutalin ratiopharm | Terbutaline Sulfate | Terbuturmant | Arubendol,DB00871,441334,D013726,D00688,D0M8RC
BADD_D02164,Terconazole,"terconazole | 1-(4-((2-(2,4-dichlorophenyl)-2-(1H-1,2,4-triazol-1-ylmethyl)-1,3-dioxolan-4-yl)methoxy)phenyl)-4-(1-methylethyl)piperazine | Fungistat | R 42470 | Terazol | Gyno-Terazol",DB00251,441383,C037815,D00888,D01AQT
BADD_D02165,Teriflunomide,teriflunomide | (Z)-2-cyano-3-hydroxy-N-(4-(trifluoromethyl)phenyl)-2-butenamide | (2Z)-2-cyano-3-hydroxy-N-(4-(trifluoromethyl)phenyl)-2-butenamide | 2-cyano-3-hydroxy-N-(4-(trifluoromethyl)phenyl)-2-butenamide | 2-hydroxyethylidene-cyanoacetic acid-4-trifluoromethyl anilide | RS 61980 | Aubagio | HMR1726 | HMR-1726 | A 771726 | A 1726 | A771726 | A-771726 | A77 1726,DB08880,54684141,C527525,D10172,Not Available
BADD_D02166,Teriparatide,Teriparatide | hPTH (1-34) | Human Parathyroid Hormone (1-34) | Parathar | Teriparatide Acetate | Forteo,DB06285,16133850,D019379,D06078,D0YA2L
BADD_D02167,Terlipressin,"Terlipressin | Glycylpressin | TGLVP | Terlypressin | Triglycyl Lysine Vasopressin | Triglycylvasopressin | Glipressin | Glypressin | Triglycyl-(8-lysine)vasopressin | Gly-Gly-Gly-8-Lys-vasopressin | Gly Gly Gly 8 Lys vasopressin | N-(alpha)-glycyl-glycyl-glycyl-8-lysine vasopressin | Vasopressin, tri-Gly-8-Lys- | tri-Gly-8-Lys- Vasopressin | Remestyp",DB02638,72081,D000077585,D06672,D0P4VX
BADD_D02168,Tesamorelin,tesamorelin | TH9507 | TH-9507 | egrifta,DB08869,16137828,C479538,D06655,D0UL9R
BADD_D02169,Testolactone,Testolactone | 1-Dehydrotestolactone | 1 Dehydrotestolactone | delta(1)-Testolactone | Teslac,DB00894,13769,D013738,D00153,D0C7JF
BADD_D02170,Testosterone,Testosterone | 17-beta-Hydroxy-4-Androsten-3-one | 17 beta Hydroxy 4 Androsten 3 one | Androtop | Histerone | Sterotate | Sustanon | Androderm | Testoderm | Testolin | Testopel | Testosterone Sulfate | AndroGel | 8-Isotestosterone | 8 Isotestosterone | 17-beta-Hydroxy-8 alpha-4-Androsten-3-one | 17 beta Hydroxy 8 alpha 4 Androsten 3 one | Andropatch | Testim,DB00624,6013,D013739,D00075,D06XMU
BADD_D02171,Testosterone cypionate,testosterone 17 beta-cypionate | testosterone cypionate | testosterone 17 beta-cyclopentanepropionate | testosterone 17 beta-cyclopentylpropionate | Depo-Testosterone | Depo-Testosterone Cypionate | deposteron | Duratest | Testa-C | Testex Elmu | Andronate | Depostomead,DB13943,441404,C016131,D00957,Not Available
BADD_D02172,Testosterone enanthate,testosterone enanthate | testosterone heptanoate | testosterone heptylate | Primoteston Depot | Testosteron Depot-Rotexmedica | Testosteron-Depot Eifelfango | Delatestryl | Testrin P.A. | Theramex | Andropository | Durathate | Testosteron-Depot Jenapharm,DB13944,9416,C004648,D00958,Not Available
BADD_D02173,Testosterone propionate,"Testosterone Propionate | Testosteron Propionat Eifelfango | Eifelfango, Testosteron Propionat | Virormone | Agovirin",DB01420,5995,D043343,D00959,Not Available
BADD_D02174,Testosterone undecanoate,testosterone undecanoate | testosterone undecylate | Andriol | Restandol | Pantestone | Nebido | Undestor,DB13946,65157,C010792,D06087,D02AXG
BADD_D02175,Tetrabenazine,Tetrabenazine | Nitoman | Xenazine,DB04844,6018,D013747,D08575,D09PJX
BADD_D02176,Tetracaine,"Tetracaine | Tetrakain | Amethocaine | Dicaine | Pontocaine | Tetrracaine Hydrochloride | Hydrochloride, Tetrracaine | Tetracaine Monohydrochloride | Ametop | Pantocaine",DB09085,5411,D013748,D00551,D08HQK
BADD_D02177,Tetracaine hydrochloride,"Tetracaine | Tetrakain | Amethocaine | Dicaine | Pontocaine | Tetrracaine Hydrochloride | Hydrochloride, Tetrracaine | Tetracaine Monohydrochloride | Ametop | Pantocaine",DB09085,8695,D013748,D00741,D08HQK
BADD_D02178,Tetracosactide,"Cosyntropin | ACTH 1-24 | Corticotropin (1-24)-Peptide | Corticotropin (1-24)-Tetracosapeptide | ACTH (1-24) | Tetracosactide | Tetracosactrin | Tetracosapeptide | 1-24-Corticotropin | 1-24-ACTH | Synthetic ACTH | ACTH, Synthetic | Cortrosyn | Cortosyn",DB01284,16133802,D003366,D00284,D0W6LI
BADD_D02179,Tetracycline,Tetracycline | Tetrabid | 4-Epitetracycline | 4 Epitetracycline | Topicycline | Achromycin V | Hostacyclin | Tetracycline Hydrochloride | Tetracycline Monohydrochloride | Sustamycin | Achromycin,DB00759,54675776,D013752,D00201,D08NQZ
BADD_D02180,Tetracycline anion,Tetracycline | Tetrabid | 4-Epitetracycline | 4 Epitetracycline | Topicycline | Achromycin V | Hostacyclin | Tetracycline Hydrochloride | Tetracycline Monohydrochloride | Sustamycin | Achromycin,DB00759,27885548,D013752,D00201,D08NQZ
BADD_D02181,Tetracycline hydrochloride,Tetracycline | Tetrabid | 4-Epitetracycline | 4 Epitetracycline | Topicycline | Achromycin V | Hostacyclin | Tetracycline Hydrochloride | Tetracycline Monohydrochloride | Sustamycin | Achromycin,DB00759,54704426,D013752,D02122,D08NQZ
BADD_D02182,Tetradecyl hydrogen sulfate (ester),"Sodium Tetradecyl Sulfate | Sulfate, Sodium Tetradecyl | Tetradecyl Sulfate, Sodium | Tergitol 4 | Trombavar | Trombovar | Sotradecol Sodium | Sotradecol",DB11328,8771,D012981,D06882,D0Z5SM
BADD_D02183,Tetraethylenepentamine,tetraethylenepentamine | TETRAEN | tetraethylenepentamine pentahydrochloride,Not Available,8197,C034269,Not Available,Not Available
BADD_D02184,Tetraferric tricitrate decahydrate,Not Available,DB14520,90478690,Not Available,Not Available,Not Available
BADD_D02185,Tetrahydrobiopterin,"sapropterin | 6R-BH4 | tetrahydrobiopterin | 5,6,7,8-erythro-tetrahydrobiopterin | tetrahydro-6-biopterin | phenylalanine hydroxylase cofactor | 5,6,7,8-tetrahydrodictyopterin | D-threo-tetrahydrobiopterin | 5,6,7,8-tetrahydro-L-erythrobiopterin | sapropterin dihydrochloride | 2,4,5-trihydroxybutyrophenone | THBP | 1-butanone, 1-(2,4,5-trihydroxyphenyl) | trihydroxybutyrophenone | 2',4',5'-trihydroxybutyrophenone | 6R-L-erythro-5,6,7,8-tetrahydrobiopterin | 5,6,7,8-tetrahydrobiopterin, (S-(R*,S*))-isomer | 5,6,7,8-tetrahydrobiopterin | kuvan",DB00360,135402045,C003402,D01798,D0Q9YT
BADD_D02186,Tetrahydrozoline hydrochloride,"tetrahydrozoline | 2-(1,2,3,4-tetrahydro-1-naphthyl)-2-imidazoline | tetryzoline | Vispring | Collyrium Fresh | Diabenyl T | Eye-Sine | Eye-Zine | Murine Plus | Murine Sore Eyes | Ophtalmin | Optazine Fresh | Optigene | Rhinopront | Tetra-Ide | Tetraclear | tetrahydrozoline hydrochloride | tetrahydrozoline monohydrochloride | tetrahydrozoline, (+-)-isomer | tetrahydrozoline, (-)-isomer | Tetrilin | Tyzine | Vasopos | Visine | Yxin | Berberil N | Caltheon",DB06764,10648,C005810,D01023,D05IHU
BADD_D02187,Tetrakis(1-isocyano-2-methoxy-2-methyl-propane)-copper(i) tetrafluoroborate,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
BADD_D02188,Tetrakis(2-methoxyisobutylisocyanide)copper(i) tetrafluoroborate,Not Available,DB14106,92043160,Not Available,Not Available,Not Available
BADD_D02189,Tetrasodium;iron(3+);nitroxyl anion;pentacyanide,Not Available,Not Available,49868142,Not Available,Not Available,Not Available
BADD_D02190,Tetrofosmin,"technetium tc-99m tetrofosmin | technetium-99m-tetrofosmin | technetium Tc 99m 1,2-bis(bis(2-ethoxyethyl)phosphino)ethane | 99mTc-tetrafosmin | 99mTc-tetrofosmin | Tc-99m-tetrofosmin | technetium(1+)-99tc, bis(6,9-bis(2-ethoxyethyl)-3,12-dioxa-6,9-diphosphatetradecane-.kappa.p,.kappa.p')dioxo-, (oc-6-11)- | Myoview | PPN-1011 | Tc-99m-PPN1011 | PPN1011",DB11180,4274,C078700,D06094,D05HFN
BADD_D02191,Tetryzoline,"tetrahydrozoline | 2-(1,2,3,4-tetrahydro-1-naphthyl)-2-imidazoline | tetryzoline | Vispring | Collyrium Fresh | Diabenyl T | Eye-Sine | Eye-Zine | Murine Plus | Murine Sore Eyes | Ophtalmin | Optazine Fresh | Optigene | Rhinopront | Tetra-Ide | Tetraclear | tetrahydrozoline hydrochloride | tetrahydrozoline monohydrochloride | tetrahydrozoline, (+-)-isomer | tetrahydrozoline, (-)-isomer | Tetrilin | Tyzine | Vasopos | Visine | Yxin | Berberil N | Caltheon",DB06764,5419,C005810,D08578,D05IHU
BADD_D02192,Thalidomide,Thalidomide | Sedoval | Thalomid,DB01041,5426,D013792,D00754,D0U7GK
BADD_D02193,Thallous chloride,"thallium chloride | thallium monochloride | thallous chloride | thallium chloride, (205)Tl,(37)Cl-labeled | thallium chloride, (203)Tl,(37)Cl-labeled | thallium chloride, (205)Tl,(35)Cl-labeled | thallium chloride, (201)Tl-labeled | thallium chloride, (203)Tl,(35)Cl-labeled",DB09316,24642,C027549,Not Available,Not Available
BADD_D02194,Thallous chloride tl-201,"thallium chloride | thallium monochloride | thallous chloride | thallium chloride, (205)Tl,(37)Cl-labeled | thallium chloride, (203)Tl,(37)Cl-labeled | thallium chloride, (205)Tl,(35)Cl-labeled | thallium chloride, (201)Tl-labeled | thallium chloride, (203)Tl,(35)Cl-labeled",DB16624,72170,C027549,Not Available,D0R1WQ
BADD_D02195,Theophylline,"Theophylline | 3,7-Dihydro-1,3-dimethyl-1H-purine-2,6-dione | 1,3-Dimethylxanthine | 1,3 Dimethylxanthine | Armophylline | Constant-T | Constant T | ConstantT | Elixophyllin | Euphylong | Glycine Theophyllinate | Theophyllinate, Glycine | Lodrane | Uniphyllin | Nuelin S.A. | Nuelin | Monospan | Quibron T-SR | Quibron T SR | Quibron TSR | Slo-Phyllin | Slo Phyllin | SloPhyllin | Somophyllin-T | Somophyllin T | SomophyllinT | Sustaire | Synophylate | Theo Von Ct | Ct, Theo Von | Von Ct, Theo | Theo-24 | Theo 24 | Theo24 | Theobid | Theocin | Theoconfin Continuous | Theodur | Theo-Dur | Theo Dur | Theolair | Theolix | Theon | Aerolate | Theonite | Theopek | Theophylline Sodium Glycinate | Glycinate, Theophylline Sodium | Sodium Glycinate, Theophylline | Theospan | Theostat | Theovent | Uniphyl | Uniphylline | Theophylline Anhydrous | Anhydrous, Theophylline | Accurbron | Aerobin | Afonilum Retard | Aquaphyllin | Bronchoparat | Bronkodyl",DB00277,2153,D013806,D00371,D0F8RA
BADD_D02196,Thiabendazole,Thiabendazole | Tiabendazol | Thibendole | 2-(4'-Thiazolyl)Benzimidazole | Mintezol | Omnizole | Mintesol,DB00730,5430,D013827,D00372,D08QCJ
BADD_D02197,Thiamine,"Thiamine | Thiamin | Vitamin B1 | Aneurin | Vitamin B 1 | Thiamine Mononitrate | Mononitrate, Thiamine",DB00152,1130,D013831,D08580,D06PQT
BADD_D02198,Thiamine hydrochloride,thiamine hydrochloride | thiamine chloride hydrochloride,DB00152,6202,C000712172,D02094,Not Available
BADD_D02199,Thioguanine,"Thioguanine | 2-Amino-6-Purinethiol | 2 Amino 6 Purinethiol | Tioguanine | 6-Thioguanine | 6 Thioguanine | Tabloid | Thioguanine Tabloid | Thioguanin-GSK | Thioguanin GSK | ThioguaninGSK | Tioguanina Wellcome | Thioguanine Hemihydrate | Thioguanine Monosodium Salt | Lanvis | Thioguanine Anhydrous | Anhydrous, Thioguanine",DB00352,2723601,D013866,D06109,D02ZXM
BADD_D02200,Thioridazine,Thioridazine | Thioridazine Hydrochloride | Thioridazine HCL | Thioridazine-Neurazpharm | Thioridazine Neurazpharm | ThioridazineNeurazpharm | Thiozine | Aldazine | Meleril | Mellaril | Melleril | Melleryl | Melleretten | Melzine | Rideril | Sonapax | Apo-Thioridazine | Apo Thioridazine | ApoThioridazine,DB00679,5452,D013881,D00373,D0U1OE
BADD_D02201,Thioridazine hydrochloride,Thioridazine | Thioridazine Hydrochloride | Thioridazine HCL | Thioridazine-Neurazpharm | Thioridazine Neurazpharm | ThioridazineNeurazpharm | Thiozine | Aldazine | Meleril | Mellaril | Melleril | Melleryl | Melleretten | Melzine | Rideril | Sonapax | Apo-Thioridazine | Apo Thioridazine | ApoThioridazine,DB00679,66062,D013881,D00798,D0U1OE
BADD_D02202,Thiosulfate ion,Thiosulfates | Thiosulfate,Not Available,1084,D013885,Not Available,Not Available
BADD_D02203,Thiotepa,Thiotepa | Thio-Tepa | Thio Tepa | Tris(1-aziridinyl)phosphine Sulfide | Thiophosphamide | Triethylenethiophosphoramide | Tespamin | NSC-6396 | NSC 6396 | NSC6396 | Tespa | AI3-24916 | AI3 24916 | AI324916 | Girostan,DB04572,5453,D013852,D00583,D00YZA
BADD_D02204,Thiothixene,Thiothixene | Tiotixene | Navane,DB01623,5454,D013888,D00374,D0E0LQ
BADD_D02205,Thrombin (human),"Thrombin | Thrombase | Thrombostat | alpha-Thrombin | Thrombin JMI | JMI, Thrombin | Thrombin-JMI | beta-Thrombin | gamma-Thrombin | Thrombinar | beta,gamma-Thrombin",DB11571,Not Available,D013917,D00090,Not Available
BADD_D02206,Thrombin alfa,"recombinant human thrombin | thrombin alfa topical | human thrombin (recombinant, glycosylated) | thrombin (synthetic human) | thrombin, recombinant human | thrombin alfa",DB11572,Not Available,C513462,D09016,Not Available
BADD_D02207,Thyroid,"Thyroid Gland | Gland, Thyroid | Glands, Thyroid | Thyroid Glands | Thyroid | Thyroids",Not Available,23690433,D013961,D06482,Not Available
BADD_D02208,Thyrotropin alfa,"Thyrotropin Alfa | Alfa, Thyrotropin | Recombinant Human TSH | Human TSH, Recombinant | TSH, Recombinant Human | rhTSH | Thyrogen",DB00024,32281,D057073,D06120,Not Available
BADD_D02209,Thyrotropin releasing hormone,"Thyrotropin-Releasing Hormone | Thyrotropin Releasing Hormone | Thyrotropin-Releasing Factor | Thyrotropin Releasing Factor | Protirelin | Antepan | Protirelin Tartrate (1:1) | Proterelin Tartrate | Thyrotropin-Releasing Hormone Tartrate | Thyrotropin Releasing Hormone Tartrate | Relefact TRH | TRH, Relefact | Thypinone | Thyroliberin | Thyroliberin TRH Merck | TRH Prem | Prem, TRH | Proterelin Tartrate Hydrate | Hydrate, Proterelin Tartrate | Tartrate Hydrate, Proterelin | Abbott-38579 | Abbott 38579 | Abbott38579 | Stimu-TSH | Stimu TSH | StimuTSH | TRH Ferring",DB09421,131841495,D013973,D00176,D08BTB
BADD_D02210,Tiagabine,"Tiagabine | N-(4,4-di(3-Methylthien-2-yl)but-3-enyl)nipecotic acid | Gabitril | NO 329 | NO-329 | Tiagabine Hydrochloride | (R)-(4,4-bis(3-Methyl-2-thienyl)-3-butenyl)-3-piperidinecarboxylic acid, Hydrochloride | Tiagabine, (S)-isomer | NO 328 | NO-328",DB00906,60648,D000078308,D08588,D0ED7U
BADD_D02211,Tiagabine hydrochloride,"Tiagabine | N-(4,4-di(3-Methylthien-2-yl)but-3-enyl)nipecotic acid | Gabitril | NO 329 | NO-329 | Tiagabine Hydrochloride | (R)-(4,4-bis(3-Methyl-2-thienyl)-3-butenyl)-3-piperidinecarboxylic acid, Hydrochloride | Tiagabine, (S)-isomer | NO 328 | NO-328",DB00906,91274,D000078308,D02097,D0ED7U
BADD_D02212,Tiaprofenic acid,"tiaprofenic acid | FC 3001 | Flanid | Novo-Tiaprofenic | PMS-Tiaprofenic | RU 15060 | Surgam | Surgam SA | tiaprofenic acid, calcium salt | Apo-Tiaprofenic | Nu-Tiaprofenic",DB01600,5468,C021270,D01325,D0S7VO
BADD_D02213,Tibolone,tibolone | tibilone | Org OD 14 | Org OD14 | Livial | Liviella | Boltin,DB09070,444008,C027385,D01639,D0W3OS
BADD_D02214,Ticagrelor,"Ticagrelor | Brilique | AZD 6140 | AZD6140 | AZD-6140 | Brilinta | 3-(7-((2-(3,4-Difluorophenyl)cyclopropyl)amino)-5-(propylthio)-3H-(1-3)-triazolo(4,5-d)pyrimidin-3-yl)-5-(2-hydroxyethoxy)cyclopentane-1,2-diol",DB08816,9871419,D000077486,D09017,D0WF7L
BADD_D02215,Ticlopidine,"Ticlopidine | Ticlopidine Hydrochloride | Hydrochloride, Ticlopidine | Ticlodix | Ticlodone | 53-32C | 53 32C | 5332C | Ticlid",DB00208,5472,D013988,D08594,D05LBU
BADD_D02216,Ticlopidine hydrochloride,"Ticlopidine | Ticlopidine Hydrochloride | Hydrochloride, Ticlopidine | Ticlodix | Ticlodone | 53-32C | 53 32C | 5332C | Ticlid",DB00208,65335,D013988,D01028,D05LBU
BADD_D02217,Tigecycline,Tigecycline | TBG-MINO | 9-(tert-Butylglycylamido)minocycline | Tygacil | GAR 936 | GAR-936 | GAR936,DB00560,54686904,D000078304,D01079,D0G4OD
BADD_D02218,Tiludronate disodium,tiludronic acid | (4-chlorophenyl)thiomethylene bisphosphonic acid | Cl2SMBP | tiludronate | (chloro-4-phenyl)thiomethylene biphosphonate | (chloro-4-phenyl)thiomethylene bisphosphonate | tiludronate disodium | Skelid,DB01133,60936,C058651,D02285,D0Q8CS
BADD_D02219,Timolol,"Timolol | Timolol Maleate | Timolol Maleate, (1:1) Salt | (S)-1-((1,1-Dimethylethyl)amino)-3-((4-(4-morpholinyl)-1,2,5-thiadazol-3-yl)oxy)-2-propanol | 2-Propanol, 1-((1,1-dimethylethyl)amino)-3-((4-(4-morpholinyl)-1,2,5-thiadiazol-3-yl)oxy)-, (S)- | Timoptic | Timoptol | Timacar | Timolol Hemihydrate | Blocadren | L-714,465 | L 714,465 | L714,465 | MK-950 | MK 950 | MK950 | Optimol",DB00373,33624,D013999,D00378,D05UVD
BADD_D02220,Timolol maleate,"Timolol | Timolol Maleate | Timolol Maleate, (1:1) Salt | (S)-1-((1,1-Dimethylethyl)amino)-3-((4-(4-morpholinyl)-1,2,5-thiadazol-3-yl)oxy)-2-propanol | 2-Propanol, 1-((1,1-dimethylethyl)amino)-3-((4-(4-morpholinyl)-1,2,5-thiadiazol-3-yl)oxy)-, (S)- | Timoptic | Timoptol | Timacar | Timolol Hemihydrate | Blocadren | L-714,465 | L 714,465 | L714,465 | MK-950 | MK 950 | MK950 | Optimol",DB00373,5281056,D013999,D00603,D05UVD
